epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,648.868,2.10301,3.60861,2.34223,0.39079,0.11329,0.06173,0.03152,1.85685,5.03407,2.34563,0.00332817,0.00332817,0.0700464
2,1213.27,1.57236,2.91031,1.8589,0.14727,0.24963,0.11223,0.06494,1.53981,4.35253,1.99188,0.00652961,0.00652961,0.0399145
3,1774.21,1.46599,2.67837,1.76504,0.27125,0.31502,0.22871,0.14101,1.38003,2.8569,1.8414,0.00959904,0.00959904,0.00965064
4,2335.2,1.38967,2.47147,1.69824,0.29464,0.3578,0.2665,0.16799,1.33245,2.64695,1.79579,0.009406,0.009406,0.009406
5,2896.13,1.33414,2.33035,1.65177,0.35944,0.3446,0.29047,0.18411,1.31248,2.45118,1.79258,0.009208,0.009208,0.009208
6,3457.52,1.28803,2.17669,1.60272,0.48902,0.42378,0.41611,0.27556,1.22125,2.01713,1.69011,0.00901,0.00901,0.00901
7,4020.98,1.2516,2.07904,1.57815,0.51132,0.45471,0.44221,0.30092,1.16505,1.99011,1.61003,0.008812,0.008812,0.008812
8,4585.41,1.22391,2.00692,1.55366,0.4978,0.4375,0.42816,0.2964,1.14878,2.00183,1.60023,0.008614,0.008614,0.008614
9,5149.26,1.19407,1.92242,1.52393,0.57643,0.49204,0.50446,0.35724,1.10267,1.77229,1.54696,0.008416,0.008416,0.008416
10,5711.79,1.17248,1.85166,1.5004,0.59007,0.49812,0.52948,0.38586,1.05439,1.74591,1.4928,0.008218,0.008218,0.008218
11,6273.76,1.15634,1.80736,1.49162,0.58428,0.49009,0.50496,0.36375,1.06855,1.73352,1.52159,0.00802,0.00802,0.00802
12,6835.43,1.13981,1.75161,1.47434,0.60976,0.53097,0.56265,0.41217,1.01836,1.60508,1.4442,0.007822,0.007822,0.007822
13,7396.41,1.12597,1.69773,1.45681,0.62287,0.55131,0.56891,0.42198,0.99234,1.52777,1.43137,0.007624,0.007624,0.007624
14,7957.88,1.11188,1.65186,1.44567,0.6286,0.55771,0.58922,0.44273,0.98303,1.48529,1.4116,0.007426,0.007426,0.007426
15,8517.67,1.08855,1.60269,1.42846,0.67422,0.54693,0.61042,0.46347,0.95066,1.43225,1.37224,0.007228,0.007228,0.007228
16,9077.83,1.08624,1.58113,1.42595,0.67723,0.58289,0.62746,0.47057,0.95536,1.38025,1.37756,0.00703,0.00703,0.00703
17,9639.31,1.07965,1.54619,1.41851,0.6723,0.5898,0.62277,0.47082,0.95397,1.37247,1.37069,0.006832,0.006832,0.006832
18,10201,1.05745,1.50269,1.39905,0.67387,0.60063,0.63592,0.48721,0.94273,1.33945,1.3554,0.006634,0.006634,0.006634
19,10763.2,1.04836,1.48343,1.39136,0.70969,0.59488,0.64715,0.49646,0.92679,1.28968,1.34014,0.006436,0.006436,0.006436
20,11325.7,1.03494,1.43871,1.38284,0.73468,0.59369,0.65606,0.50676,0.9018,1.28189,1.32508,0.006238,0.006238,0.006238
21,11888.1,1.035,1.4268,1.38308,0.73263,0.61117,0.66515,0.51299,0.90181,1.25408,1.32523,0.00604,0.00604,0.00604
22,12449.4,1.02424,1.40405,1.37447,0.71467,0.62282,0.66511,0.51828,0.8923,1.23863,1.31116,0.005842,0.005842,0.005842
23,13011.8,1.01491,1.37682,1.36411,0.72251,0.62792,0.66882,0.52052,0.88651,1.21679,1.29965,0.005644,0.005644,0.005644
24,13572.9,1.00709,1.35354,1.36455,0.7324,0.62261,0.6705,0.52314,0.88104,1.2096,1.29422,0.005446,0.005446,0.005446
25,14135.3,0.99693,1.32374,1.34611,0.72154,0.64265,0.67342,0.5256,0.87127,1.19509,1.29297,0.005248,0.005248,0.005248
26,14698.2,0.98874,1.31115,1.34354,0.75198,0.62609,0.68224,0.53518,0.86767,1.17863,1.28187,0.00505,0.00505,0.00505
27,15260.5,0.9803,1.28734,1.33492,0.73838,0.62528,0.68507,0.54121,0.86947,1.16036,1.28227,0.004852,0.004852,0.004852
28,15822.6,0.9695,1.25601,1.32876,0.73887,0.63387,0.68675,0.54265,0.85767,1.15057,1.27508,0.004654,0.004654,0.004654
29,16384,0.96192,1.23988,1.32137,0.74569,0.64007,0.68977,0.54426,0.85572,1.13994,1.27259,0.004456,0.004456,0.004456
30,16945.9,0.96208,1.234,1.32602,0.76529,0.63336,0.69693,0.5513,0.85528,1.13137,1.26808,0.004258,0.004258,0.004258
31,17509.2,0.94884,1.21099,1.31371,0.73091,0.66327,0.70009,0.55595,0.85156,1.11511,1.26363,0.00406,0.00406,0.00406
32,18071.2,0.94694,1.19579,1.30888,0.74649,0.6516,0.7,0.55531,0.84947,1.11133,1.26376,0.003862,0.003862,0.003862
33,18633.9,0.93734,1.1749,1.30357,0.74817,0.65364,0.70143,0.55816,0.84849,1.10686,1.26131,0.003664,0.003664,0.003664
34,19197.9,0.93343,1.15824,1.29771,0.73759,0.66933,0.70305,0.56147,0.8499,1.09466,1.26101,0.003466,0.003466,0.003466
35,19759.3,0.92984,1.14645,1.29779,0.73964,0.66094,0.70459,0.5618,0.84402,1.08608,1.25661,0.003268,0.003268,0.003268
36,20320.3,0.92661,1.14007,1.29587,0.76102,0.64982,0.70643,0.56349,0.84369,1.08847,1.25612,0.00307,0.00307,0.00307
37,20882.7,0.91914,1.12611,1.28733,0.75734,0.64937,0.70904,0.56451,0.84174,1.0801,1.25371,0.002872,0.002872,0.002872
38,21446.5,0.9144,1.10712,1.28294,0.75697,0.65359,0.71035,0.56606,0.84004,1.07528,1.25055,0.002674,0.002674,0.002674
39,22011.5,0.90018,1.08584,1.27328,0.75966,0.65048,0.71055,0.56732,0.83806,1.0742,1.24969,0.002476,0.002476,0.002476
40,22575.6,0.89721,1.08482,1.27633,0.75495,0.65482,0.71085,0.56725,0.83629,1.07059,1.2496,0.002278,0.002278,0.002278
41,23138.2,0.83779,0.9311,1.24243,0.76791,0.65268,0.71461,0.57128,0.83344,1.05998,1.24926,0.00208,0.00208,0.00208
42,23699.2,0.82543,0.90396,1.23082,0.77677,0.65746,0.71712,0.57495,0.83192,1.0502,1.2482,0.001882,0.001882,0.001882
43,24260.6,0.82243,0.89785,1.2258,0.77538,0.6615,0.71751,0.57709,0.82867,1.04553,1.24474,0.001684,0.001684,0.001684
44,24821,0.81246,0.86953,1.21476,0.7801,0.65831,0.71855,0.57847,0.82629,1.03964,1.24227,0.001486,0.001486,0.001486
45,25382.1,0.80174,0.8519,1.20965,0.78145,0.65692,0.71804,0.57891,0.82472,1.03574,1.24117,0.001288,0.001288,0.001288
46,25943.9,0.8056,0.84626,1.20955,0.78625,0.65888,0.71913,0.57959,0.82508,1.03321,1.24122,0.00109,0.00109,0.00109
47,26506.1,0.78751,0.82293,1.19673,0.78454,0.66045,0.71939,0.5806,0.82497,1.03118,1.24074,0.000892,0.000892,0.000892
48,27069.5,0.79169,0.81386,1.1981,0.78255,0.66283,0.72057,0.58094,0.82415,1.02991,1.23999,0.000694,0.000694,0.000694
49,27631.3,0.7797,0.80231,1.19189,0.78697,0.6618,0.72018,0.58125,0.8238,1.02859,1.2396,0.000496,0.000496,0.000496
50,28191.7,0.77676,0.79925,1.19016,0.78478,0.66219,0.7208,0.58202,0.82378,1.02693,1.23957,0.000298,0.000298,0.000298
