epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,374.689,2.21064,3.84626,2.49062,0.03899,0.09579,0.02421,0.0116,2.03826,5.03198,2.55304,0.00332301,0.00332301,0.0700929
2,752.614,1.62778,3.01779,1.95236,0.09998,0.18545,0.06991,0.03954,1.71869,4.8682,2.24487,0.00659045,0.00659045,0.040027
3,1128.66,1.5067,2.74487,1.83178,0.17249,0.23803,0.11184,0.06204,1.62009,4.01332,2.0643,0.00979188,0.00979188,0.00989508
4,1504.42,1.40774,2.48938,1.7405,0.23001,0.28098,0.1841,0.11244,1.39972,3.1009,1.92841,0.009703,0.009703,0.009703
5,1880.19,1.34246,2.30805,1.67916,0.33567,0.33213,0.27281,0.184,1.28806,3.03933,1.79142,0.009604,0.009604,0.009604
6,2255.52,1.29409,2.16686,1.63065,0.44518,0.37215,0.33257,0.22353,1.25184,2.44536,1.71385,0.009505,0.009505,0.009505
7,2631.17,1.2555,2.06669,1.60186,0.4493,0.38921,0.36217,0.24451,1.20865,2.32218,1.66253,0.009406,0.009406,0.009406
8,3006.94,1.23329,1.98537,1.57944,0.52356,0.43252,0.42377,0.3023,1.18744,2.05455,1.61019,0.009307,0.009307,0.009307
9,3382.61,1.20828,1.90435,1.54928,0.51285,0.4428,0.44235,0.31718,1.16424,2.01295,1.60364,0.009208,0.009208,0.009208
10,3758.27,1.2023,1.86665,1.53773,0.58354,0.46401,0.49509,0.36075,1.07922,1.87786,1.51287,0.009109,0.009109,0.009109
11,4133.78,1.18529,1.79613,1.51668,0.58019,0.49269,0.52392,0.38571,1.05339,1.80176,1.49182,0.00901,0.00901,0.00901
12,4509.53,1.16902,1.75347,1.50883,0.56038,0.51046,0.51537,0.38113,1.05361,1.75951,1.49734,0.008911,0.008911,0.008911
13,4885.03,1.15015,1.71075,1.49101,0.59449,0.49607,0.51916,0.38402,1.04086,1.78497,1.48953,0.008812,0.008812,0.008812
14,5260.4,1.13729,1.67757,1.47978,0.60253,0.51622,0.54597,0.40875,1.01493,1.66359,1.46413,0.008713,0.008713,0.008713
15,5635.76,1.13223,1.64629,1.46715,0.64528,0.50625,0.55956,0.41827,1.02525,1.62569,1.44397,0.008614,0.008614,0.008614
16,6011.16,1.11639,1.6108,1.45698,0.64342,0.52621,0.56721,0.42476,1.01471,1.60464,1.44873,0.008515,0.008515,0.008515
17,6386.65,1.11045,1.59791,1.45114,0.66968,0.5323,0.60124,0.45813,0.98206,1.5011,1.41711,0.008416,0.008416,0.008416
