epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,216.493,2.22607,3.7949,2.47913,0.13548,0.10953,0.04633,0.02492,1.91437,3.91661,2.51486,0.00332301,0.00332301,0.0700929
2,433.041,1.63674,3.0335,1.92258,0.15403,0.22163,0.08516,0.04642,1.71489,3.67128,2.22533,0.00659045,0.00659045,0.040027
3,650.733,1.52669,2.77709,1.8054,0.10878,0.21387,0.09046,0.05043,1.76018,4.71113,2.1999,0.00979188,0.00979188,0.00989508
4,867.553,1.43727,2.5449,1.7194,0.21412,0.25271,0.15332,0.09359,1.46101,3.30799,1.94092,0.009703,0.009703,0.009703
5,1083.33,1.36736,2.38415,1.65984,0.40311,0.34063,0.28697,0.17727,1.38062,2.65793,1.84561,0.009604,0.009604,0.009604
6,1300.91,1.32492,2.24789,1.6127,0.40524,0.30569,0.26084,0.16315,1.3637,2.72023,1.81989,0.009505,0.009505,0.009505
7,1519.76,1.28843,2.15842,1.58711,0.35416,0.39873,0.33521,0.22608,1.24004,2.51177,1.64216,0.009406,0.009406,0.009406
8,1736.67,1.26052,2.07556,1.56156,0.43652,0.43297,0.38689,0.26528,1.28005,2.21213,1.68024,0.009307,0.009307,0.009307
9,1953.47,1.23394,2.00069,1.53233,0.46604,0.4046,0.40899,0.28595,1.17476,2.05044,1.58756,0.009208,0.009208,0.009208
10,2170.02,1.22887,1.95616,1.52459,0.55645,0.45923,0.4657,0.32471,1.13955,2.01248,1.55777,0.009109,0.009109,0.009109
11,2387.31,1.21042,1.89502,1.50954,0.56567,0.46004,0.49118,0.34961,1.11615,1.94011,1.5272,0.00901,0.00901,0.00901
12,2604.84,1.19811,1.84808,1.50105,0.60882,0.46491,0.496,0.35225,1.12724,1.88808,1.53568,0.008911,0.008911,0.008911
13,2821.33,1.17749,1.8042,1.48037,0.58762,0.49932,0.51829,0.37673,1.08493,1.75193,1.48471,0.008812,0.008812,0.008812
14,3038.21,1.16634,1.77296,1.47366,0.59651,0.49985,0.52402,0.37871,1.10324,1.77714,1.49597,0.008713,0.008713,0.008713
15,3255.17,1.15396,1.73574,1.45781,0.63235,0.53552,0.56446,0.41574,1.05127,1.67791,1.46146,0.008614,0.008614,0.008614
16,3472.86,1.14026,1.70164,1.44935,0.6597,0.51181,0.57025,0.41788,1.0421,1.63081,1.45783,0.008515,0.008515,0.008515
17,3689.56,1.1327,1.68086,1.44138,0.66911,0.5493,0.58387,0.4343,1.04207,1.54706,1.44237,0.008416,0.008416,0.008416
18,3906.02,1.11307,1.63553,1.42816,0.62278,0.56489,0.59246,0.43893,1.01494,1.53734,1.4245,0.008317,0.008317,0.008317
19,4122.85,1.11726,1.63018,1.42861,0.67956,0.55977,0.60709,0.45564,0.99492,1.50771,1.40457,0.008218,0.008218,0.008218
20,4339.97,1.11,1.59595,1.42275,0.69677,0.55571,0.61588,0.46511,0.9902,1.46019,1.39326,0.008119,0.008119,0.008119
21,4558.32,1.10603,1.58903,1.41708,0.703,0.58802,0.63506,0.48289,0.98263,1.4387,1.38467,0.00802,0.00802,0.00802
22,4776.92,1.09678,1.56453,1.4111,0.71921,0.57149,0.63483,0.47973,0.99086,1.43366,1.40424,0.007921,0.007921,0.007921
23,4995.46,1.07809,1.52992,1.39619,0.70661,0.59509,0.64672,0.49538,0.94926,1.40292,1.35579,0.007822,0.007822,0.007822
24,5212.18,1.07547,1.52635,1.39792,0.72706,0.58065,0.64399,0.49105,0.96261,1.38348,1.36915,0.007723,0.007723,0.007723
25,5428.19,1.07428,1.4942,1.3886,0.70353,0.611,0.65249,0.49917,0.95444,1.35804,1.35674,0.007624,0.007624,0.007624
